Date,Time,Ptch(rad),Roll(rad),Yaw(rad),FM,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),GPS,GSpd(kmh),Hdg(@),Alt(m),Sats,RxBt(V),Curr(A),Capa(mAh),Rud,Ele,Thr,Ail,S1,S2,SA,SB,SC,SD,SF,SH,LSW,TxBat(V)
2019-03-29,13:41:38.890,0.00,0.00,0.00,0,0,0,0,0,1,25,0,0,0,,0.0,0.00,0,0,0.0,0.0,0,-5,-6,-1024,2,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.5
2019-03-29,13:41:39.850,0.01,-0.01,-0.29,0,19,19,96,82,2,0,23,83,81,,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,2,719,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.5
2019-03-29,13:41:40.850,0.01,-0.02,-0.29,0,23,23,100,80,2,100,21,100,81,,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,2,718,107,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.5
2019-03-29,13:41:41.850,0.01,-0.02,-0.29,0,23,23,100,74,2,100,20,100,83,,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,2,719,107,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.5
2019-03-29,13:41:42.850,0.01,-0.02,-0.29,0,27,27,100,75,2,25,20,100,82,,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,3,718,107,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.5
2019-03-29,13:41:43.850,0.01,-0.02,-0.29,0,24,24,100,75,2,25,19,100,81,,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,3,719,107,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:41:44.850,0.01,-0.02,-0.29,0,30,30,100,70,2,25,23,100,77,,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,2,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:41:45.850,0.01,-0.02,-0.29,0,33,33,100,69,2,25,24,100,77,,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:41:46.850,0.01,-0.02,-0.29,0,29,29,100,69,2,25,20,100,79,,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:41:47.850,0.01,-0.02,-0.29,0,30,30,100,72,2,25,21,100,79,7.389844 -125.892953,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,3,718,107,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:41:48.850,0.01,-0.02,-0.29,0,29,29,100,69,2,25,20,100,78,7.354464 -125.836531,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:41:49.850,0.01,-0.02,-0.29,0,30,30,100,67,2,25,21,100,79,7.567996 -126.295398,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,2,719,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:41:50.850,0.01,-0.02,-0.29,0,29,29,100,71,2,25,20,100,79,7.737316 -126.657881,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:41:51.850,0.01,-0.02,-0.29,0,29,29,100,70,2,25,20,100,81,7.533960 -126.254694,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,3,719,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:41:52.850,0.01,-0.02,-0.29,0,29,29,100,69,2,25,20,100,81,7.706273 -126.629862,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:41:53.850,0.01,-0.02,-0.29,0,29,29,100,78,2,25,20,100,81,23.666212 -127.866355,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,2,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:41:54.850,0.01,-0.02,-0.29,0,31,31,100,67,2,25,22,100,76,23.589998 -128.154867,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,2,718,107,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:41:55.850,0.01,-0.02,-0.29,0,30,30,100,70,2,25,22,100,80,22.798515 -128.101939,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,3,719,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:41:56.850,0.01,-0.02,-0.29,0,30,30,100,76,2,25,26,100,73,24.082995 -129.372697,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,2,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:41:57.850,0.01,-0.02,-0.29,0,33,33,100,64,2,25,23,100,78,23.738392 -129.061017,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,2,719,107,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:41:58.850,0.01,-0.02,-0.29,0,29,29,100,71,2,25,21,100,80,23.732844 -129.058803,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,3,718,107,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:41:59.850,0.01,-0.02,-0.29,0,29,29,100,72,2,25,20,100,82,23.165267 -127.766502,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,2,718,107,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:00.850,0.01,-0.02,-0.29,0,34,34,100,67,2,25,24,100,76,20.237190 -127.168537,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,2,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:01.850,0.01,-0.02,-0.29,0,32,32,100,66,2,25,24,100,77,23.235467 -129.286336,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:02.850,0.01,-0.02,-0.29,0,36,36,100,69,2,25,26,100,73,20.108792 -128.905523,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,2,719,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:03.850,0.01,-0.02,-0.27,0,31,31,100,69,2,25,21,100,79,22.666665 -128.056972,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,718,107,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:04.850,0.01,-0.02,-0.27,0,34,34,100,70,2,25,25,100,75,21.261537 -129.255308,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,2,719,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:05.850,0.01,-0.02,-0.27,0,29,29,100,72,2,25,19,100,80,21.987110 -129.184716,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,3,719,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:06.850,0.01,-0.02,-0.27,0,29,29,100,72,2,25,20,100,79,22.587476 -128.351232,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:07.850,0.01,-0.02,-0.27,0,31,31,100,70,2,25,23,100,77,23.118896 -129.378444,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:08.850,-0.49,0.55,0.10,0,35,35,100,66,2,25,34,100,68,25.209276 -122.826201,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,719,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:09.850,-0.14,0.62,0.37,0,31,31,100,71,2,25,24,100,76,23.154208 -127.372428,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,719,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:10.850,-0.14,0.62,0.37,0,33,33,100,67,2,25,26,100,74,23.084521 -127.271168,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,3,718,107,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:11.850,-0.27,0.02,0.26,0,30,30,100,75,2,25,23,100,77,23.306080 -125.936307,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,2,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:12.850,-0.36,0.14,0.17,0,30,30,100,71,2,25,24,100,78,23.971737 -125.552358,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:13.850,-0.25,0.05,0.24,0,33,33,100,70,2,25,26,100,75,24.803096 -124.472985,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,2,719,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:14.850,0.01,-0.02,0.19,0,30,30,100,73,2,25,23,100,77,24.997318 -127.238630,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,718,107,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:15.850,0.01,-0.02,0.19,0,31,31,100,73,2,25,23,100,78,26.538486 -126.363456,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,718,107,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:16.850,0.01,-0.02,0.19,0,33,33,100,69,2,25,25,100,75,27.049235 -126.063616,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,2,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:17.850,0.01,-0.02,0.19,0,34,34,100,68,2,25,25,100,76,25.662184 -126.089740,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,718,107,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:18.850,0.01,-0.02,0.19,0,34,34,100,66,2,25,25,100,75,25.069187 -126.693606,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,2,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:19.850,0.01,-0.02,0.19,0,33,33,100,68,2,25,26,100,75,24.713691 -126.396723,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,2,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:20.850,0.05,0.00,0.21,0,35,35,100,70,2,25,28,100,72,24.591452 -128.189990,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,2,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:21.850,0.01,-0.01,0.21,0,31,31,100,66,2,25,24,100,76,25.033020 -127.944499,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:22.850,0.01,-0.01,0.21,0,33,33,100,70,2,25,25,100,75,24.270742 -127.899558,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:23.850,0.10,-0.02,0.21,0,30,30,100,73,2,25,23,100,77,23.962408 -127.619520,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:24.850,-0.30,-0.08,0.17,0,28,28,100,73,2,25,21,100,80,20.721206 -127.555532,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,719,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:25.850,-0.62,0.27,0.29,0,27,27,100,69,2,25,19,100,81,23.257756 -130.172300,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:26.850,-0.70,0.16,-0.34,0,29,29,100,71,2,25,21,99,80,23.556788 -130.915929,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:27.850,-0.41,1.48,0.79,0,30,30,100,74,2,25,23,100,76,23.133604 -125.497907,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:28.850,-0.41,1.48,0.79,0,35,35,100,65,2,25,29,100,68,25.619384 -130.229708,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,2,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:29.850,-0.62,1.50,1.15,0,31,31,100,66,2,25,24,100,76,23.200360 -126.606054,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:30.850,-0.27,1.05,1.46,0,41,41,100,60,2,25,31,100,69,25.021900 -127.359168,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,2,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:31.850,-0.70,1.49,1.59,0,39,39,100,61,2,25,35,100,66,19.744985 -128.881536,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:32.850,-0.35,0.03,0.54,0,29,29,100,72,2,25,22,100,79,19.782140 -128.130060,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:33.850,-0.43,0.23,0.19,0,32,32,100,68,2,25,25,100,74,19.917342 -128.855616,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,718,107,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:34.850,-0.43,0.23,0.19,0,25,25,100,72,2,25,19,100,81,20.475734 -126.449088,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,719,107,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:35.850,-0.19,-0.08,0.30,0,30,30,100,76,2,25,22,100,78,23.765843 -128.090304,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,2,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:36.850,-0.31,0.36,0.40,0,32,32,100,70,2,25,23,100,78,22.906921 -126.974169,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,3,718,107,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:37.850,-1.46,-0.49,-1.16,0,39,39,100,63,2,25,32,98,68,21.241464 -126.458700,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:38.850,-1.29,-1.56,-2.60,0,36,36,100,64,2,25,30,100,71,21.111891 -127.360934,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:39.850,-1.35,-1.76,-2.76,0,44,44,100,54,2,25,36,99,66,20.969118 -127.618700,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,3,719,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:40.850,-1.35,-1.76,-2.76,0,44,44,100,59,2,25,36,100,65,21.171524 -127.901516,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,719,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:41.850,-1.39,-0.86,-1.80,0,35,35,100,66,2,25,25,100,75,19.971936 -126.879142,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,719,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:42.850,-1.22,-1.79,-2.39,0,30,30,100,75,2,25,21,100,79,18.336398 -126.828953,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,2,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:43.850,-1.18,-2.44,-3.00,0,29,29,100,71,2,25,20,100,78,17.824142 -126.786534,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:44.850,-1.17,-2.31,-2.95,0,29,29,100,71,2,25,20,100,80,19.092977 -127.477504,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:45.850,-0.93,-2.21,-2.86,0,33,33,100,68,2,25,23,100,76,18.596662 -127.441536,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:46.850,-0.93,-2.21,-2.86,0,36,36,100,68,2,25,27,100,75,17.806563 -127.098368,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,718,107,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:47.850,-1.37,0.43,0.24,0,30,30,100,74,2,25,31,100,67,19.716048 -125.207257,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,719,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:48.850,-1.26,0.41,0.06,0,33,33,100,67,2,25,25,100,75,21.083587 -126.363545,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,2,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:49.850,-0.93,0.42,0.58,0,32,32,100,67,2,25,26,98,75,22.678020 -123.923328,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:50.850,-0.90,0.59,0.48,0,33,33,100,68,2,25,25,100,76,22.910168 -127.679270,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,2,719,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:51.850,-0.94,0.58,0.47,0,33,33,100,66,2,25,24,100,75,23.497928 -127.121766,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,719,107,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:52.850,-0.94,0.58,0.47,0,29,29,100,72,2,25,22,100,80,21.927174 -125.384934,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,3,719,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:53.850,-1.07,0.45,0.44,0,31,31,100,66,2,25,22,100,78,23.207102 -127.967654,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,719,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:54.850,-1.11,0.53,0.36,0,32,32,100,72,2,25,23,100,77,23.712811 -126.214912,0.0,0.00,0,0,16.6,0.0,0,-3,-5,-1024,2,719,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:55.850,-1.27,0.84,0.75,0,33,33,100,67,2,25,28,100,74,20.322609 -127.142937,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,2,719,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:56.850,-1.09,0.59,0.36,0,31,31,100,69,2,25,23,100,76,24.945267 -124.892531,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,719,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:57.850,-1.36,0.57,0.36,0,36,36,100,69,2,25,31,100,70,18.869763 -124.058547,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:58.850,-1.36,0.57,0.36,0,28,28,100,76,2,25,20,100,80,24.606915 -124.218419,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:42:59.850,-1.26,0.21,-0.27,0,29,29,100,76,2,25,20,100,80,25.057830 -124.550438,0.0,0.00,0,0,16.6,0.0,0,-3,-6,-1024,3,719,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:43:00.850,-1.29,0.18,-0.30,0,31,31,100,73,2,25,22,100,78,25.677718 -124.175296,0.0,0.00,0,0,16.5,0.0,0,-3,-5,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:43:01.850,-1.39,0.21,0.02,0,35,35,100,66,2,25,33,100,67,24.316940 -125.343040,0.0,0.00,0,0,16.5,0.0,0,-3,-6,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:43:02.850,-1.40,-2.18,-2.79,0,40,40,100,62,2,25,33,100,66,19.654454 -124.761702,0.0,0.00,0,0,16.5,0.0,0,-3,-5,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:43:03.850,-0.86,-3.07,2.51,0,29,29,100,81,2,25,29,100,71,21.480880 -125.176153,0.0,0.00,0,0,16.5,0.0,0,-3,-5,-1024,3,718,107,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:43:04.850,-0.86,-3.07,2.51,0,43,43,100,57,2,25,48,99,51,22.985024 -126.441113,0.0,0.00,0,0,16.5,0.0,0,-3,-5,-1024,2,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:43:05.850,-0.17,-3.08,2.31,0,40,40,100,60,2,25,37,96,63,26.657561 -130.263782,0.0,0.00,0,0,16.5,0.0,0,-3,-6,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:43:06.850,-0.74,3.08,2.26,0,36,36,100,62,2,25,29,100,69,27.938812 -129.745420,0.0,0.00,0,0,16.5,0.0,0,-3,-6,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:43:07.850,-0.85,2.56,1.98,0,33,33,100,71,2,25,27,100,73,24.399564 -126.891609,0.0,0.00,0,0,16.5,0.0,0,-3,-5,-1024,2,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:43:08.850,-0.81,2.57,2.02,0,53,53,100,45,2,25,34,98,66,23.047748 -126.031756,0.0,0.00,0,0,16.5,0.0,0,-3,-6,-1024,2,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:43:09.850,-1.01,2.63,2.19,0,25,25,100,80,2,25,23,99,75,22.930660 -126.339084,0.0,0.00,0,0,16.5,0.0,0,-3,-6,-1024,2,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:43:10.850,-1.01,2.63,2.19,0,27,27,100,75,2,25,19,100,79,28.587376 -132.120870,0.0,0.00,0,0,16.5,0.0,0,-3,-6,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:43:11.850,-0.93,2.15,2.18,0,36,36,100,65,2,25,27,100,72,25.217281 -125.731200,0.0,0.00,0,0,16.5,0.0,0,-3,-6,-1024,2,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:43:12.850,-1.33,0.44,0.51,0,43,43,100,59,2,25,36,100,65,21.828348 -128.192179,0.0,0.00,0,0,16.5,0.0,0,-3,-6,-1024,3,719,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:43:13.850,-0.89,0.11,0.22,0,39,39,100,66,2,25,32,100,66,18.279096 -128.316441,0.0,0.00,0,0,16.5,0.0,0,-3,-6,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:43:14.850,-1.30,1.23,1.25,0,29,29,100,71,2,25,22,100,79,23.093345 -127.378457,0.0,0.00,0,0,16.5,0.0,0,-3,-6,-1024,3,719,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:43:15.850,-1.06,0.42,0.60,0,37,37,100,63,2,25,35,100,63,22.422601 -129.634073,0.0,0.00,0,0,16.5,0.0,0,-3,-6,-1024,3,719,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:43:16.850,-1.06,0.42,0.60,0,37,37,100,69,2,25,28,99,72,26.377774 -131.708851,0.0,0.00,0,0,16.5,0.0,0,-3,-6,-1024,2,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:43:17.850,-0.88,0.71,0.74,0,30,30,100,75,2,25,24,100,76,27.781254 -128.943296,0.0,0.00,0,0,16.5,0.0,0,-3,-6,-1024,2,718,107,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:43:18.850,-0.86,0.63,0.78,0,43,43,100,62,2,25,36,98,66,21.369576 -126.344704,0.0,0.00,0,0,16.5,0.0,1,-3,-6,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:43:19.850,-0.26,0.24,0.41,0,37,37,100,66,2,25,30,100,70,25.860137 -130.610291,0.0,0.00,0,0,16.5,0.0,1,-3,-5,-1024,2,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:43:20.850,0.02,-0.01,0.37,0,34,34,100,69,2,25,27,100,72,22.657313 -129.484966,0.0,0.00,0,0,16.5,0.0,1,-3,-5,-1024,2,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:43:21.850,0.02,-0.01,0.37,0,35,35,100,68,2,25,27,100,72,23.976491 -129.571200,0.0,0.00,0,0,16.5,0.0,1,-3,-6,-1024,3,718,107,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:43:22.850,0.02,-0.01,0.37,0,34,34,100,69,2,25,29,100,70,24.267686 -130.303424,0.0,0.00,0,0,16.5,0.0,1,-3,-6,-1024,3,718,107,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:43:23.850,0.02,-0.01,0.37,0,41,41,100,62,2,25,34,100,65,19.351326 -129.500774,0.0,0.00,0,0,16.5,0.0,1,-3,-6,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:43:24.850,0.02,-0.01,0.37,0,37,37,100,65,2,25,36,99,60,18.857137 -128.688243,0.0,0.00,0,0,16.5,0.0,1,-3,-5,-1024,2,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
2019-03-29,13:43:25.850,0.02,-0.01,0.37,0,40,40,100,57,2,25,34,100,66,18.827988 -129.007641,0.0,0.00,0,0,16.5,0.0,1,-3,-6,-1024,3,718,108,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.4
